comment_id,comment,timestamp,is_response,response_of,case_id,conversation_id,language,emotion,etiqueta
UgyggyhJ5vWWHx1M72l4AaABAg.9DmVbd64GMR9TzAZNHUDRo,,2021-10-26 23:33:30+00:00,TRUE,UgyggyhJ5vWWHx1M72l4AaABAg,q6aAQgXauQw,UgyggyhJ5vWWHx1M72l4AaABAg,en,Positivo,Comparison
UgyggyhJ5vWWHx1M72l4AaABAg.9DmVbd64GMR9XGfqHUVmgj,,2022-01-16 17:36:05+00:00,TRUE,UgyggyhJ5vWWHx1M72l4AaABAg,q6aAQgXauQw,UgyggyhJ5vWWHx1M72l4AaABAg,hi,Positivo,Expression of personal feelings
UgyggyhJ5vWWHx1M72l4AaABAg.9DmVbd64GMR9XIpDZIxkcc,,2022-01-17 13:36:31+00:00,TRUE,UgyggyhJ5vWWHx1M72l4AaABAg,q6aAQgXauQw,UgyggyhJ5vWWHx1M72l4AaABAg,sw,Positivo,Greetings
UgyggyhJ5vWWHx1M72l4AaABAg.9DmVbd64GMR9s7swRNPaxu,,2023-07-14 03:08:01+00:00,TRUE,UgyggyhJ5vWWHx1M72l4AaABAg,q6aAQgXauQw,UgyggyhJ5vWWHx1M72l4AaABAg,en,Positivo,Advice Give
UgyggyhJ5vWWHx1M72l4AaABAg.9DmVbd64GMRA9VEADIoNNf,,2024-10-12 14:09:55+00:00,TRUE,UgyggyhJ5vWWHx1M72l4AaABAg,q6aAQgXauQw,UgyggyhJ5vWWHx1M72l4AaABAg,en,Negativo,Expression of personal feelings
Ugwc-0yYEqBLth1apE54AaABAg,,2020-09-01 12:40:23+00:00,FALSE,,q6aAQgXauQw,Ugwc-0yYEqBLth1apE54AaABAg,en,Positivo,Advice request
Ugwc-0yYEqBLth1apE54AaABAg.9D3XxFJEPoT9Eif4p6SPeZ,,2020-10-12 17:50:57+00:00,TRUE,Ugwc-0yYEqBLth1apE54AaABAg,q6aAQgXauQw,Ugwc-0yYEqBLth1apE54AaABAg,en,Neutral,Comparison
Ugwc-0yYEqBLth1apE54AaABAg.9D3XxFJEPoT9FqN9bqQ7V_,,2020-11-09 14:10:54+00:00,TRUE,Ugwc-0yYEqBLth1apE54AaABAg,q6aAQgXauQw,Ugwc-0yYEqBLth1apE54AaABAg,en,Positivo,Compliment
Ugz46aI9F7wc3v9W5lx4AaABAg,,2020-08-13 02:34:54+00:00,FALSE,,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Neutral,Advice request
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459CgSVdiZVxE,,2020-08-23 04:11:00+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Comparison
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459CvczdsTLuH,,2020-08-29 01:39:58+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,sw,Neutral,Joke
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459D-HZH4hFzH,,2020-08-30 21:00:12+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Positivo,Pseudoscientific treatment
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459DBp9kzB20K,,2020-09-04 17:53:26+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Comparison
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459DClN2gLuzm,,2020-09-05 02:39:32+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Comparison
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459DHlkyNei1k,,2020-09-07 01:19:08+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Expression of personal feelings
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459E7NQwO8r6G,,2020-09-27 20:56:48+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Positivo,Comparison
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459EUzHf38XW3,,2020-10-07 00:58:52+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Expression of personal feelings
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459GBiEuM1fKZ,,2020-11-18 06:27:09+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Positivo,Expression of personal feelings
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459IzL_D8Sdv5,,2021-01-26 15:24:24+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Expression of personal feelings
Ugz46aI9F7wc3v9W5lx4AaABAg.9CHXYuMEO459KFiheBw5WI,,2021-02-27 05:53:45+00:00,TRUE,Ugz46aI9F7wc3v9W5lx4AaABAg,q6aAQgXauQw,Ugz46aI9F7wc3v9W5lx4AaABAg,en,Negativo,Expression of personal feelings
UgzviFxPbjIUuN-TvFd4AaABAg,,2020-06-26 17:12:49+00:00,FALSE,,q6aAQgXauQw,UgzviFxPbjIUuN-TvFd4AaABAg,en,Negativo,Comparison
UgzviFxPbjIUuN-TvFd4AaABAg.9ANVrxxBFTB9Beyz0k6lSm,,2020-07-28 17:53:38+00:00,TRUE,UgzviFxPbjIUuN-TvFd4AaABAg,q6aAQgXauQw,UgzviFxPbjIUuN-TvFd4AaABAg,en,Positivo,Thanking
UgzviFxPbjIUuN-TvFd4AaABAg.9ANVrxxBFTB9BkyiEoZZQB,,2020-07-31 01:46:47+00:00,TRUE,UgzviFxPbjIUuN-TvFd4AaABAg,q6aAQgXauQw,UgzviFxPbjIUuN-TvFd4AaABAg,en,Positivo,Thanking
UgzviFxPbjIUuN-TvFd4AaABAg.9ANVrxxBFTB9D57gl5PuCt,,2020-09-02 03:29:25+00:00,TRUE,UgzviFxPbjIUuN-TvFd4AaABAg,q6aAQgXauQw,UgzviFxPbjIUuN-TvFd4AaABAg,en,Positivo,Comparison
Ugx5FqoCr94YdALv7TB4AaABAg,,2020-06-03 20:56:18+00:00,FALSE,,q6aAQgXauQw,Ugx5FqoCr94YdALv7TB4AaABAg,en,Positivo,Expression of personal feelings
Ugx5FqoCr94YdALv7TB4AaABAg.99Sg9hV80on9EGzZlaRVre,,2020-10-01 14:31:58+00:00,TRUE,Ugx5FqoCr94YdALv7TB4AaABAg,q6aAQgXauQw,Ugx5FqoCr94YdALv7TB4AaABAg,en,Positivo,Desires
UgxwLpJJkfybTxNRNtt4AaABAg,,2020-05-08 15:26:16+00:00,FALSE,,q6aAQgXauQw,UgxwLpJJkfybTxNRNtt4AaABAg,en,Positivo,Comparison
UgxwLpJJkfybTxNRNtt4AaABAg.98P8igWLnix9BVmQ87ur1A,,2020-07-24 18:51:29+00:00,TRUE,UgxwLpJJkfybTxNRNtt4AaABAg,q6aAQgXauQw,UgxwLpJJkfybTxNRNtt4AaABAg,en,Positivo,Expression of personal feelings
UgxwLpJJkfybTxNRNtt4AaABAg.98P8igWLnix9BhMAYYMrVF,,2020-07-29 16:03:33+00:00,TRUE,UgxwLpJJkfybTxNRNtt4AaABAg,q6aAQgXauQw,UgxwLpJJkfybTxNRNtt4AaABAg,en,Neutral,Comparison
UgxwLpJJkfybTxNRNtt4AaABAg.98P8igWLnix9ES7x5g6NHJ,,2020-10-05 22:25:34+00:00,TRUE,UgxwLpJJkfybTxNRNtt4AaABAg,q6aAQgXauQw,UgxwLpJJkfybTxNRNtt4AaABAg,en,Positivo,Expression of personal feelings
UgxwLpJJkfybTxNRNtt4AaABAg.98P8igWLnix9M30e1Oz1Lk,,2021-04-13 00:31:57+00:00,TRUE,UgxwLpJJkfybTxNRNtt4AaABAg,q6aAQgXauQw,UgxwLpJJkfybTxNRNtt4AaABAg,en,Negativo,Pseudoscientific treatment
Ugy1R4Nm5uKTFTbHsJV4AaABAg,,2019-04-23 02:00:21+00:00,FALSE,,q6aAQgXauQw,Ugy1R4Nm5uKTFTbHsJV4AaABAg,en,Positivo,Compliment
Ugy1R4Nm5uKTFTbHsJV4AaABAg.8u2ecdvUMSJ8uC2Uwi3_4-,,2019-04-26 17:30:47+00:00,TRUE,Ugy1R4Nm5uKTFTbHsJV4AaABAg,q6aAQgXauQw,Ugy1R4Nm5uKTFTbHsJV4AaABAg,en,Positivo,Plans
UgwceV3cGP9evZFU1tx4AaABAg,,2021-06-18 09:21:44+00:00,FALSE,,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9OjqtY6-ycH,,2021-06-18 18:07:19+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Thanking
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9Okn-XrkxuE,,2021-06-19 02:52:33+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9Ol0CF1XPIG,,2021-06-19 04:56:38+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Compliment
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9Olh-pJRmpE,,2021-06-19 11:19:25+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,hi,Positivo,Tribute
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9Ot5J1Df_Gw,,2021-06-22 08:15:10+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Comparison
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9PFBCSd7S1z,,2021-07-01 07:29:14+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Compliment
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9PmIGf3mSnG,,2021-07-14 13:25:09+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9UzxNpxMXFO,,2021-11-21 03:20:14+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Anecdote
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9ZIS-PxWkXi,,2022-03-08 03:07:40+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9dPg02WBeFa,,2022-07-13 05:10:28+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9ggBt-x2Bq7,,2022-10-02 13:59:00+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9ido-Tc7ans,,2022-11-20 08:45:53+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,hi,Positivo,Plans
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9l07kB6KxEs,,2023-01-18 03:12:29+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9tDGcJORqkI,,2023-08-10 01:51:20+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWw9vzXHjYihAo,,2023-10-17 22:02:31+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWwA-WjhxjXSaQ,,2024-02-07 14:59:35+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWwA41wDrWe0UD,,2024-05-29 22:29:27+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Expression of personal feelings
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWwA5rESdW_o8s,,2024-07-14 02:29:23+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Opinion
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWwA8oRn3UqJwS,,2024-09-25 14:02:22+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Negativo,Comparison
UgwceV3cGP9evZFU1tx4AaABAg.9Oiuk4s_VWwA8oRz0N1l8l,,2024-09-25 14:04:00+00:00,TRUE,UgwceV3cGP9evZFU1tx4AaABAg,aAVGyRMS3gE,UgwceV3cGP9evZFU1tx4AaABAg,en,Positivo,Expression of personal feelings
UgzrYAG3a-MdhvqwiVx4AaABAg,,2025-04-30 12:39:33+00:00,FALSE,,aAVGyRMS3gE,UgzrYAG3a-MdhvqwiVx4AaABAg,en,Neutral,Anecdote
UgzrYAG3a-MdhvqwiVx4AaABAg.AHY2oJlovxkAHZYU36i079,,2025-05-01 02:35:30+00:00,TRUE,UgzrYAG3a-MdhvqwiVx4AaABAg,aAVGyRMS3gE,UgzrYAG3a-MdhvqwiVx4AaABAg,en,Negativo,Expression of personal feelings
UgwLB4ZfITAAiaNyRTB4AaABAg,,2025-01-28 11:13:44+00:00,FALSE,,aAVGyRMS3gE,UgwLB4ZfITAAiaNyRTB4AaABAg,en,Positivo,First impression
UgwLB4ZfITAAiaNyRTB4AaABAg.ADq-rMoRYhaADq0BDlFHmk,,2025-01-28 11:16:35+00:00,TRUE,UgwLB4ZfITAAiaNyRTB4AaABAg,aAVGyRMS3gE,UgwLB4ZfITAAiaNyRTB4AaABAg,en,Neutral,Compliment
UgygDzP8QUUdlKIHuoB4AaABAg,,2024-03-30 18:17:44+00:00,FALSE,,aAVGyRMS3gE,UgygDzP8QUUdlKIHuoB4AaABAg,en,Negativo,Comparison
UgygDzP8QUUdlKIHuoB4AaABAg.A1bziqCYRBcA4sU8Qsg6b6,,2024-06-19 17:34:17+00:00,TRUE,UgygDzP8QUUdlKIHuoB4AaABAg,aAVGyRMS3gE,UgygDzP8QUUdlKIHuoB4AaABAg,ur,Positivo,Insult
UgygDzP8QUUdlKIHuoB4AaABAg.A1bziqCYRBcAEwwWSTyvQa,,2025-02-25 00:21:52+00:00,TRUE,UgygDzP8QUUdlKIHuoB4AaABAg,aAVGyRMS3gE,UgygDzP8QUUdlKIHuoB4AaABAg,en,Positivo,Anecdote
Ugz_8Arr44DAoLeqrSB4AaABAg,,2023-11-09 20:35:20+00:00,FALSE,,aAVGyRMS3gE,Ugz_8Arr44DAoLeqrSB4AaABAg,en,Positivo,Comparison
Ugz_8Arr44DAoLeqrSB4AaABAg.9wuaaNAe1oSAAZfgoor6zE,,2024-11-08 04:07:32+00:00,TRUE,Ugz_8Arr44DAoLeqrSB4AaABAg,aAVGyRMS3gE,Ugz_8Arr44DAoLeqrSB4AaABAg,en,Negativo,Comparison
UgxprJdBpiZxV6AUNRh4AaABAg,,2023-09-26 11:09:15+00:00,FALSE,,aAVGyRMS3gE,UgxprJdBpiZxV6AUNRh4AaABAg,en,Negativo,Anecdote
UgxprJdBpiZxV6AUNRh4AaABAg.9v7Hpk75eeP9v7HvzB1RjQ,,2023-09-26 11:10:06+00:00,TRUE,UgxprJdBpiZxV6AUNRh4AaABAg,aAVGyRMS3gE,UgxprJdBpiZxV6AUNRh4AaABAg,en,Neutral,Expression of personal feelings
UgzGzWXKYzEzErkU8mx4AaABAg,,2023-07-08 02:11:59+00:00,FALSE,,aAVGyRMS3gE,UgzGzWXKYzEzErkU8mx4AaABAg,en,Positivo,Comparison
UgzGzWXKYzEzErkU8mx4AaABAg.9rtKkgj6g62A45gHAoKqZd,,2024-05-31 09:27:03+00:00,TRUE,UgzGzWXKYzEzErkU8mx4AaABAg,aAVGyRMS3gE,UgzGzWXKYzEzErkU8mx4AaABAg,en,Positivo,Thanking
UgzQ3_1jKJF3JjoYmDJ4AaABAg,,2023-06-07 03:43:17+00:00,FALSE,,aAVGyRMS3gE,UgzQ3_1jKJF3JjoYmDJ4AaABAg,en,Positivo,Expression of personal feelings
UgzQ3_1jKJF3JjoYmDJ4AaABAg.9qdfZCzclVl9qjPH0WlI31,,2023-06-09 09:07:42+00:00,TRUE,UgzQ3_1jKJF3JjoYmDJ4AaABAg,aAVGyRMS3gE,UgzQ3_1jKJF3JjoYmDJ4AaABAg,en,Positivo,Expression of personal feelings
UgzPyoLg0XHcfXyTKU14AaABAg,,2023-04-20 18:45:41+00:00,FALSE,,aAVGyRMS3gE,UgzPyoLg0XHcfXyTKU14AaABAg,en,Negativo,Expression of personal feelings
UgzPyoLg0XHcfXyTKU14AaABAg.9ojgfiHLCr89seegwfsb0T,,2023-07-27 05:57:47+00:00,TRUE,UgzPyoLg0XHcfXyTKU14AaABAg,aAVGyRMS3gE,UgzPyoLg0XHcfXyTKU14AaABAg,en,Negativo,Comparison
UgzTS030-arrquX5nkN4AaABAg,,2023-03-27 19:19:19+00:00,FALSE,,aAVGyRMS3gE,UgzTS030-arrquX5nkN4AaABAg,en,Positivo,Comparison
UgzTS030-arrquX5nkN4AaABAg.9nlxS0lfeOhA9fYVtooy_d,,2024-10-16 23:39:17+00:00,TRUE,UgzTS030-arrquX5nkN4AaABAg,aAVGyRMS3gE,UgzTS030-arrquX5nkN4AaABAg,hi,Positivo,Insult
Ugz36M4uoyds_SFMhYx4AaABAg,,2023-03-10 13:58:59+00:00,FALSE,,aAVGyRMS3gE,Ugz36M4uoyds_SFMhYx4AaABAg,en,Positivo,Comparison
Ugz36M4uoyds_SFMhYx4AaABAg.9n4bGxyLeft9r0DY-_nmvk,,2023-06-16 07:11:29+00:00,TRUE,Ugz36M4uoyds_SFMhYx4AaABAg,aAVGyRMS3gE,Ugz36M4uoyds_SFMhYx4AaABAg,en,Positivo,Compliment
UgxGXi7t-NnxXfVW7l54AaABAg,,2022-12-20 11:30:21+00:00,FALSE,,aAVGyRMS3gE,UgxGXi7t-NnxXfVW7l54AaABAg,en,Positivo,Compliment
UgxGXi7t-NnxXfVW7l54AaABAg.9jrLfO7pNmv9k92VyFPLaG,,2022-12-27 17:48:29+00:00,TRUE,UgxGXi7t-NnxXfVW7l54AaABAg,aAVGyRMS3gE,UgxGXi7t-NnxXfVW7l54AaABAg,en,Positivo,Thanking
UgzUV16JkltKjr6ePN94AaABAg,,2022-12-09 15:25:06+00:00,FALSE,,aAVGyRMS3gE,UgzUV16JkltKjr6ePN94AaABAg,en,Negativo,Expression of personal feelings
UgzUV16JkltKjr6ePN94AaABAg.9jQRn09WSiH9jTP5p2952W,,2022-12-10 18:59:18+00:00,TRUE,UgzUV16JkltKjr6ePN94AaABAg,aAVGyRMS3gE,UgzUV16JkltKjr6ePN94AaABAg,en,Positivo,Expression of personal feelings
Ugwn_1dtzHmi-c5rLsd4AaABAg,,2022-10-20 16:04:28+00:00,FALSE,,aAVGyRMS3gE,Ugwn_1dtzHmi-c5rLsd4AaABAg,en,Positivo,Expression of personal feelings
Ugwn_1dtzHmi-c5rLsd4AaABAg.9hPlY_lpY62A9xg2RZECTF,,2024-10-24 00:40:14+00:00,TRUE,Ugwn_1dtzHmi-c5rLsd4AaABAg,aAVGyRMS3gE,Ugwn_1dtzHmi-c5rLsd4AaABAg,en,Negativo,Expression of personal feelings
Ugx4Gsx5LuYGloBObxV4AaABAg,,2022-08-11 17:25:31+00:00,FALSE,,aAVGyRMS3gE,Ugx4Gsx5LuYGloBObxV4AaABAg,en,Positivo,Expression of personal feelings
Ugx4Gsx5LuYGloBObxV4AaABAg.9eafB1s4CnKAGRF8esDG70,,2025-04-03 00:41:14+00:00,TRUE,Ugx4Gsx5LuYGloBObxV4AaABAg,aAVGyRMS3gE,Ugx4Gsx5LuYGloBObxV4AaABAg,en,Positivo,Expression of personal feelings
UgygCmdwhOozADLhpwN4AaABAg,,2022-01-06 16:35:07+00:00,FALSE,,aAVGyRMS3gE,UgygCmdwhOozADLhpwN4AaABAg,en,Neutral,Expression of personal feelings
UgygCmdwhOozADLhpwN4AaABAg.9WrouyTh6Fh9ZsEOjnUMBv,,2022-03-22 10:00:41+00:00,TRUE,UgygCmdwhOozADLhpwN4AaABAg,aAVGyRMS3gE,UgygCmdwhOozADLhpwN4AaABAg,en,Positivo,Expression of personal feelings
Ugz_3qbQrbEX-8-EMI14AaABAg,,2021-12-17 15:29:18+00:00,FALSE,,aAVGyRMS3gE,Ugz_3qbQrbEX-8-EMI14AaABAg,en,Positivo,Expression of personal feelings
Ugz_3qbQrbEX-8-EMI14AaABAg.9W3CUR6EMIq9W3KucrCu2S,,2021-12-17 16:42:55+00:00,TRUE,Ugz_3qbQrbEX-8-EMI14AaABAg,aAVGyRMS3gE,Ugz_3qbQrbEX-8-EMI14AaABAg,en,Positivo,Thanking
UgxlElqsaChLDQkUChB4AaABAg,,2021-10-20 16:26:34+00:00,FALSE,,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Positivo,Expression of personal feelings
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKv9_OG9hv0zwN,,2022-04-04 05:51:03+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Positivo,Comparison
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKv9__iPfa80aT,,2022-04-09 01:57:31+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Negativo,Expression of personal feelings
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKvA-tcjoS4dVk,,2024-02-16 21:40:26+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Positivo,Expression of personal feelings
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKvA7jy-TtOsmQ,,2024-08-29 23:44:58+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Positivo,Expression of personal feelings
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKvA7lmSckqzHq,,2024-08-30 16:42:34+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Positivo,Compliment
UgxlElqsaChLDQkUChB4AaABAg.9Tixw5U5hKvADc70JCjlmM,,2025-01-23 01:46:54+00:00,TRUE,UgxlElqsaChLDQkUChB4AaABAg,aAVGyRMS3gE,UgxlElqsaChLDQkUChB4AaABAg,en,Negativo,Compliment
UgxTKsIWkcmHUeXJIZ54AaABAg,,2021-09-15 21:43:02+00:00,FALSE,,aAVGyRMS3gE,UgxTKsIWkcmHUeXJIZ54AaABAg,en,Negativo,Expression of personal feelings
UgxTKsIWkcmHUeXJIZ54AaABAg.9SKPKODkDx-9SKPm37O6k5,,2021-09-15 21:46:57+00:00,TRUE,UgxTKsIWkcmHUeXJIZ54AaABAg,aAVGyRMS3gE,UgxTKsIWkcmHUeXJIZ54AaABAg,en,Positivo,Expression of personal feelings
UgzhMwZ9ZZqx3vj6rER4AaABAg,,2021-09-04 02:04:49+00:00,FALSE,,aAVGyRMS3gE,UgzhMwZ9ZZqx3vj6rER4AaABAg,en,Negativo,Advice request
UgzhMwZ9ZZqx3vj6rER4AaABAg.9RqykFFzh879RsCJOVEvr6,,2021-09-04 13:31:20+00:00,TRUE,UgzhMwZ9ZZqx3vj6rER4AaABAg,aAVGyRMS3gE,UgzhMwZ9ZZqx3vj6rER4AaABAg,ur,Positivo,Insult
UgwVvDnPLZuPUnbUjod4AaABAg,,2021-07-25 06:43:30+00:00,FALSE,,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,en,Positivo,Expression of personal feelings
UgwVvDnPLZuPUnbUjod4AaABAg.9QCu2V_KELP9ZsCTwvMTwu,,2022-03-22 09:43:55+00:00,TRUE,UgwVvDnPLZuPUnbUjod4AaABAg,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,en,Positivo,Expression of personal feelings
UgwVvDnPLZuPUnbUjod4AaABAg.9QCu2V_KELP9matypBR6jE,,2023-02-26 15:45:56+00:00,TRUE,UgwVvDnPLZuPUnbUjod4AaABAg,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,en,Positivo,Opinion
UgwVvDnPLZuPUnbUjod4AaABAg.9QCu2V_KELP9npHVVt4dw7,,2023-03-29 02:21:01+00:00,TRUE,UgwVvDnPLZuPUnbUjod4AaABAg,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,en,Positivo,Comparison
UgwVvDnPLZuPUnbUjod4AaABAg.9QCu2V_KELP9pWkC-RLZop,,2023-05-10 05:18:29+00:00,TRUE,UgwVvDnPLZuPUnbUjod4AaABAg,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,sw,Neutral,Expression of personal feelings
UgwVvDnPLZuPUnbUjod4AaABAg.9QCu2V_KELP9seenWqvixu,,2023-07-27 05:58:40+00:00,TRUE,UgwVvDnPLZuPUnbUjod4AaABAg,aAVGyRMS3gE,UgwVvDnPLZuPUnbUjod4AaABAg,en,Negativo,Comparison
